#2023-03-24 20:16:57 3VW5T7AU4FM000741
#Time	03/滑差控制系统传感器/纵向加速度传感器偏置/[LO]_long acc/纵向加速度传感器偏置	03/滑差控制系统传感器/转向角传感器/[LO]_steering_angle_sender/转向角传感器	03/滑差控制系统传感器/横向加速度传感器1/[LO]_lat acc/横向加速度传感器1	03/滑差控制系统传感器/纵向加速传感器/[LO]_long acc/纵向加速传感器	03/滑差控制系统传感器/横摆角速度传感器1，Z轴/[LO]_z_axle/横摆角速度传感器1，Z轴	03/滑差控制系统传感器/转向角传感器，偏置直线运行/[LO]_steering_angle_sender/转向角传感器，偏置直线运行	03/滑差控制系统传感器/横向加速度传感器1偏置/[LO]_lat acc/横向加速度传感器1偏置	03/电子差速锁/左后	03/电子差速锁/左前制动器温度计算值	03/电子差速锁/系统状态	03/电子差速锁/右后制动器温度计算值	03/电子差速锁/右前制动器温度计算值	03/电子差速锁/右前	03/电子差速锁/左后制动器温度计算值	03/电子差速锁/制动信号灯开关	03/电子差速锁/左前	03/电子差速锁/功能状态	03/电子差速锁/右后	
#Time	03-纵向加速度传感器偏置	03-转向角传感器	03-横向加速度传感器1	03-纵向加速传感器	03-横摆角速度传感器1，Z轴	03-转向角传感器，偏置直线运行	03-横向加速度传感器1偏置	03-左后	03-左前制动器温度计算值	03-系统状态	03-右后制动器温度计算值	03-右前制动器温度计算值	03-右前	03-左后制动器温度计算值	03-制动信号灯开关	03-左前	03-功能状态	03-右后	
#ms	m/s?	°	m/s?	m/s?	度/秒	°	m/s?	-	℃	-	℃	℃	-	℃	-	-	-	-	
11779	-0.28125	-23.669	-0.41202	-0.33354	0.132	-23.669	-0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
12213	-0.28125	-23.669	-0.43164	-0.34335	0.200	-23.669	-0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
12855	-0.28125	-23.669	-0.42183	-0.33354	0.117	-23.669	-0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
13229	-0.28125	-23.669	-0.39240	-0.30411	0.166	-23.669	-0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
13620	-0.28125	-23.669	-0.43164	-0.37278	0.237	-23.669	-0.39240	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
14532	-0.18750	-23.669	-0.44145	-0.30411	0.143	-23.669	-0.39240	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
15190	-0.28125	-23.669	-0.42183	-0.33354	0.212	-23.669	-0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
15714	-0.28125	-23.669	-0.43164	-0.34335	0.112	-23.669	-0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
16568	-0.28125	-23.669	-0.45126	-0.36297	0.137	-23.669	-0.39240	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
17120	-0.28125	-23.669	-0.44145	-0.34335	0.063	-23.669	-0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
17581	-0.28125	-23.669	-0.44145	-0.33354	0.209	-23.669	-0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
18035	-0.18750	-23.669	-0.40221	-0.26487	0.237	-23.669	-0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
18352	-0.28125	-23.669	-0.47088	-0.40221	0.186	-23.669	-0.39240	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
18765	-0.28125	-23.669	-0.44145	-0.37278	0.089	-23.669	-0.39240	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
19168	-0.28125	-23.669	-0.46107	-0.30411	0.214	-23.669	-0.39240	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
19553	-0.18750	-23.669	-0.42183	-0.40221	0.134	-23.669	-0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
20137	-0.28125	-23.669	-0.44145	-0.29430	0.069	-23.669	-0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
20505	-0.28125	-23.669	-0.40221	-0.35316	0.072	-23.669	-0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
20925	-0.09375	-23.669	-0.44145	-0.11772	0.189	-23.669	-0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
21589	-0.18750	-23.669	-0.47088	-0.23544	0.046	-23.669	-0.39240	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
22007	0.00000	-23.669	-0.44145	-0.06867	-0.009	-23.669	-0.39240	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
22607	0.28125	-17.587	-0.41202	0.48069	-0.223	-16.888	-0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
23033	0.78125	-16.275	-0.48069	0.88290	-0.031	-16.888	-0.39240	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
23724	0.87500	-45.675	-0.66708	0.99081	-1.456	-46.287	-0.58860	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
24293	0.65625	-84.000	-0.90252	0.63765	-4.259	-85.006	-0.78480	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
24758	0.00000	-147.613	-1.25568	-0.10791	-8.920	-148.619	-1.17720	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
25425	-0.18750	-189.831	-1.49112	-0.06867	-11.949	-190.925	-1.37340	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
25927	0.00000	-275.625	-1.99143	-0.00981	-20.103	-276.150	-1.86390	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
26525	-0.18750	-287.919	-2.03067	-0.28449	-22.708	-288.225	-1.96200	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
27043	-0.18750	-285.250	-2.07972	-0.23544	-23.993	-284.944	-1.96200	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
27711	0.00000	-255.019	-1.93257	-0.15696	-22.111	-254.538	-1.86390	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
28419	0.18750	-186.200	-1.16739	0.27468	-17.386	-184.494	-1.07910	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
28823	0.18750	-81.681	-0.79461	0.08829	-7.244	-80.981	-0.68670	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
29146	0.00000	-45.894	-0.55917	-0.02943	-4.015	-45.369	-0.49050	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
29531	0.00000	-17.981	-0.28449	-0.12753	-1.502	-17.500	-0.19620	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
29896	0.28125	1.269	-0.29430	0.71613	0.177	1.794	-0.19620	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
30281	0.78125	7.394	-0.47088	0.70632	0.844	7.262	-0.39240	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
30815	0.78125	6.869	-0.55917	0.69651	0.924	6.869	-0.49050	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
31231	0.65625	-1.794	-0.99081	0.55917	0.260	-2.275	-0.88290	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
31699	0.65625	-13.300	-0.61803	0.78480	-0.970	-13.387	-0.49050	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
32131	0.56250	-15.269	-0.51993	0.56898	-1.433	-15.269	-0.39240	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
32499	0.65625	-18.987	-0.57879	0.66708	-1.587	-18.900	-0.49050	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
32882	0.56250	-14.875	-0.58860	0.64746	-1.253	-14.875	-0.49050	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
33259	0.56250	-13.694	-0.51993	0.65727	-1.359	-13.562	-0.39240	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
33828	0.65625	-9.581	-0.33354	0.71613	-0.778	-9.494	-0.19620	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
34267	0.56250	-4.681	-0.37278	0.66708	-0.229	-4.681	-0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
34651	0.56250	-5.162	-0.35316	0.54936	-0.046	-5.294	-0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
35119	0.46875	-6.081	-0.18639	0.45126	-0.423	-5.994	0.00000	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
35601	0.46875	-4.594	-0.31392	0.52974	-0.209	-4.463	-0.19620	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
35969	0.00000	-4.594	-0.32373	-0.00981	-0.172	-4.594	-0.19620	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
36603	-0.09375	-4.287	-0.10791	-0.11772	-0.366	-4.287	-0.09810	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
37421	-0.18750	-4.200	-0.16677	-0.44145	-0.249	-4.200	-0.09810	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
37869	0.00000	-4.069	-0.24525	0.11772	0.000	-4.069	-0.19620	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
38348	0.00000	-3.981	-0.24525	-0.00981	-0.037	-3.981	-0.09810	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
38751	0.00000	-3.675	-0.26487	-0.03924	-0.086	-3.588	-0.09810	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
39189	0.00000	-3.500	-0.37278	0.07848	-0.020	-3.500	-0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
39655	0.00000	-3.281	-0.31392	-0.01962	-0.006	-3.281	-0.19620	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
40257	0.00000	-3.281	-0.01962	-0.00981	-0.069	-3.281	0.00000	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
40689	0.00000	1.881	0.00000	0.04905	0.563	1.881	0.00000	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
41090	0.00000	1.794	-0.31392	-0.03924	0.323	1.794	-0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
41509	0.00000	1.575	-0.27468	-0.00981	0.312	1.575	-0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
41991	0.00000	1.575	-0.24525	-0.04905	0.360	1.575	-0.09810	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
42408	0.00000	1.794	-0.21582	-0.02943	0.621	1.794	-0.09810	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
42824	0.00000	1.794	-0.25506	-0.00981	0.420	1.794	-0.09810	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
43448	0.00000	1.881	-0.13734	0.02943	0.423	1.881	0.00000	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
43840	0.00000	1.881	-0.35316	-0.00981	0.535	1.881	-0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
44293	0.00000	-7.700	-0.36297	-0.01962	-0.492	-7.787	-0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
44760	0.00000	-7.787	-0.14715	0.00000	-0.501	-7.875	0.00000	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
45227	0.00000	-14.481	-0.54936	0.00000	-1.270	-14.394	-0.49050	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
45812	0.00000	-16.800	-0.27468	-0.04905	-1.424	-16.888	-0.19620	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
46396	-0.28125	1.663	-0.34335	-0.35316	0.120	2.275	-0.19620	可用	11.5	可用	11.5	11.5	可用	11.5	已操作	可用	未激活	可用	
46929	-0.09375	33.862	0.44145	-0.14715	3.449	34.388	0.39240	可用	11.5	可用	11.5	11.5	可用	11.5	已操作	可用	未激活	可用	
47346	-0.18750	48.869	0.08829	-0.19620	4.945	49.306	0.09810	可用	11.5	可用	11.5	11.5	可用	11.5	已操作	可用	未激活	可用	
47762	-0.46875	50.969	-0.08829	-0.79461	4.587	50.969	0.00000	可用	11.5	可用	11.5	11.5	可用	11.5	已操作	可用	未激活	可用	
48113	-0.78125	52.369	0.00981	-0.93195	4.330	52.369	0.00000	可用	11.5	可用	11.5	11.5	可用	11.5	已操作	可用	未激活	可用	
48426	-0.78125	55.475	-0.06867	-0.85347	4.253	55.606	0.00000	可用	11.5	可用	11.5	11.5	可用	11.5	已操作	可用	未激活	可用	
48786	-0.87500	59.106	-0.26487	-0.95157	3.978	59.281	-0.19620	可用	11.5	可用	11.5	11.5	可用	11.5	已操作	可用	未激活	可用	
49147	-0.87500	69.300	-0.28449	-0.97119	3.841	69.300	-0.19620	可用	11.5	可用	11.5	11.5	可用	11.5	已操作	可用	未激活	可用	
49755	-0.87500	115.019	-0.04905	-0.87309	4.333	116.506	0.00000	可用	11.5	可用	11.5	11.5	可用	11.5	已操作	可用	未激活	可用	
50225	-0.09375	183.400	-0.02943	-0.18639	5.903	184.712	0.00000	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
50582	0.00000	221.200	-0.18639	0.11772	6.956	221.419	-0.09810	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
51000	0.37500	269.544	0.22563	0.50031	8.832	270.944	0.19620	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
51416	0.65625	303.319	0.17658	0.73575	11.949	303.931	0.19620	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
51784	0.78125	331.056	0.65727	0.83385	15.922	331.450	0.68670	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
52150	0.28125	355.250	0.89271	0.30411	20.623	355.950	0.88290	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
52634	-0.18750	376.644	0.95157	-0.17658	24.041	376.950	0.98100	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
53101	0.00000	380.844	1.20663	0.04905	26.323	380.844	1.17720	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
53513	0.00000	370.825	1.33416	0.04905	29.189	370.431	1.37340	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
53936	0.00000	335.519	1.57941	-0.00981	29.246	334.250	1.66770	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
54298	0.00000	281.750	1.44207	0.07848	27.150	280.219	1.47150	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
54651	0.18750	228.113	0.84366	0.20601	23.669	226.800	0.88290	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
55020	0.18750	175.613	0.52974	0.10791	19.491	173.906	0.58860	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
55637	0.00000	97.081	0.12753	-0.08829	11.486	96.206	0.09810	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
56237	-0.18750	57.487	-0.11772	-0.32373	7.213	56.569	0.00000	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
56637	0.37500	23.362	-0.23544	0.61803	3.349	22.663	-0.09810	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
57072	0.46875	8.969	-0.24525	0.59841	1.078	8.881	-0.19620	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
57441	0.56250	0.481	-0.87309	0.64746	0.881	0.087	-0.78480	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
57839	0.65625	-10.675	-0.73575	0.65727	-0.938	-10.762	-0.58860	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
58261	0.56250	-10.281	-0.60822	0.61803	-1.061	-10.194	-0.49050	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
58895	0.56250	-6.475	-0.52974	0.67689	-0.235	-6.475	-0.39240	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
59507	0.65625	-12.075	-0.78480	0.86328	-1.155	-11.988	-0.68670	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
60107	0.18750	-15.663	-0.56898	0.03924	-1.650	-15.881	-0.49050	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
60559	-0.09375	-22.794	-0.98100	-0.20601	-3.197	-22.881	-0.88290	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
61075	-0.46875	-32.594	-1.27530	-0.41202	-4.261	-32.987	-1.17720	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
61472	-0.18750	-54.994	-1.94238	-0.21582	-7.496	-55.475	-1.86390	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
61892	0.18750	-62.694	-1.13796	0.15696	-9.195	-62.694	-1.07910	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
62376	0.09375	-60.681	-2.58984	0.05886	-8.843	-60.681	-2.45250	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
62795	0.18750	-60.681	-1.88352	0.21582	-9.427	-60.681	-1.76580	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
63195	0.28125	-59.500	-2.17782	0.36297	-9.498	-59.281	-2.06010	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
63548	0.56250	-34.869	-1.08891	0.75537	-6.235	-34.869	-1.07910	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
63958	0.78125	-9.494	-0.36297	0.83385	-1.593	-8.881	-0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
64295	0.56250	0.087	-0.49050	0.65727	0.112	0.087	-0.49050	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
64762	0.28125	4.769	-0.47088	0.20601	1.493	4.900	-0.39240	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
65163	-0.09375	4.375	0.15696	-0.27468	1.135	4.375	0.19620	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
65590	-0.18750	3.588	0.09810	-0.28449	0.892	3.369	0.09810	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
66006	-0.18750	0.962	-0.00981	-0.25506	0.755	0.962	0.00000	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
66429	-0.18750	0.262	-0.00981	-0.26487	0.558	0.262	0.00000	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
66847	-0.28125	0.000	0.17658	-0.30411	0.343	0.000	0.19620	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
67265	-0.28125	2.100	0.34335	-0.39240	0.706	2.100	0.39240	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
67864	-0.28125	2.275	0.43164	-0.43164	0.498	2.275	0.49050	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
68211	-0.28125	0.394	0.26487	-0.25506	0.200	0.262	0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
68582	-0.28125	-0.700	0.24525	-0.37278	0.120	-0.700	0.19620	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
68946	-0.28125	-0.700	0.25506	-0.33354	0.120	-0.700	0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
69304	-0.28125	-0.788	0.30411	-0.36297	0.106	-0.700	0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
69718	-0.28125	-0.788	0.27468	-0.37278	0.200	-0.700	0.39240	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
70083	-0.37500	-0.087	0.32373	-0.33354	-0.077	-0.087	0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
70635	-0.28125	0.962	0.27468	-0.27468	0.555	1.094	0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
71102	-0.37500	1.400	0.27468	-0.26487	0.466	1.400	0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
71702	-0.28125	1.400	0.25506	-0.42183	0.501	1.400	0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	未操作	可用	未激活	可用	
72129	-0.37500	1.487	0.27468	-0.33354	0.383	1.487	0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	已操作	可用	未激活	可用	
72604	-0.56250	0.394	0.25506	-0.85347	0.217	0.394	0.29430	可用	11.5	可用	11.5	11.5	可用	11.5	已操作	可用	未激活	可用	
73030	-0.96875	-0.700	0.19620	-1.18701	0.340	-0.788	0.19620	可用	12.0	可用	11.5	11.5	可用	11.5	已操作	可用	未激活	可用	
